FID,LATITUDE,LONGITUDE,POCO,POCO_OPERA,BACIA,CAMPO,BLOCO,UF,TIPO,OPERADORA,RESULTADO,Acidente_mecanico,INICIO,TERMINO,CONCLUSAO,Concl_ano,platafor,ano_fabric,ID,Plataforma_nome,Lata_Velha
1052,-21.89735444,-39.84399167,8-FR-29D-RJS,N5I1-N560,Campos,FRADE,FR,RJ,desenvolvimento,CHEVRON FRADE,,,5/11/2010,6/5/2010,7/8/2010,2010,,0,0,,
1053,-21.89054222,-39.83309139,9-FR-17D-RJS,OUP1-P-ST2,Campos,FRADE,FR,RJ,desenvolvimento,CHEVRON FRADE,,,11/25/2009,12/2/2009,12/4/2009,2009,,0,0,,
1054,-21.89363917,-39.82787833,9-FR-3D-RJS,9MDP1-P,Campos,FRADE,FR,RJ,desenvolvimento,CHEVRON FRADE,,,9/4/2008,8/2/2010,5/1/2010,2010,,0,0,,
1055,-21.88893583,-39.82847333,7-FR-42H-RJS,MUP3-N570U,Campos,FRADE,FR,RJ,desenvolvimento,CHEVRON FRADE,,,2/5/2011,7/2/2011,7/16/2011,2011,,0,0,,
1056,-21.89541694,-39.82817083,9-FR-12H-RJS,MUP4P,Campos,FRADE,FR,RJ,desenvolvimento,CHEVRON FRADE,,,5/23/2009,12/1/2010,1/12/2010,2010,,0,0,,
1057,-21.88934333,-39.82828917,9-FR-49DP-RJS,MUP1PST1,Campos,FRADE,,RJ,desenvolvimento,CHEVRON FRADE,,,10/24/2011,11/1/2011,11/1/2011,2011,,0,0,,
1058,-21.88960361,-39.83889972,7-FR-40HP-RJS,OUP3N570U,Campos,FRADE,FR,RJ,desenvolvimento,CHEVRON FRADE,,,10/18/2010,10/1/2011,1/23/2011,2011,,0,0,,
1059,-21.8901125,-39.81058806,9-FR-44D-RJS,MUI2-ST2-N570U,Campos,FRADE,FR,RJ,desenvolvimento,CHEVRON FRADE,,,4/25/2011,5/1/2011,5/4/2011,2011,,0,0,,
1060,-21.86863722,-39.81746056,6-CHEV-4A-RJS,PARU A,Campos,FRADE,,RJ,exploratorio,CHEVRON FRADE,,,9/29/2011,,,0,,0,0,,
1061,-21.89363917,-39.82787833,7-FR-26HP-RJS,MDP1-ST2,Campos,FRADE,FR,RJ,desenvolvimento,CHEVRON FRADE,,,2/14/2010,,5/1/2010,2010,,0,0,,
1062,-21.8975025,-39.844865,9-FR-43D-RJS,MDI2-P-N570D,Campos,FRADE,FR,RJ,desenvolvimento,CHEVRON FRADE,,,2/13/2011,,,0,,0,0,,
1063,-21.89716111,-39.8163675,9-FR-47D-RJS,MDI1PN570U,Campos,FRADE,,RJ,desenvolvimento,CHEVRON FRADE,,,8/9/2011,,,0,,0,0,,
1064,-23.14305556,-40.96138889,3-DEV-12DP-RJS,3DEV12DPRJS,Campos,,BM-C-8,RJ,exploratorio,BP ENERGY,seco sem indicios de petroleo,,1/21/2007,1/30/2007,2/5/2007,2007,,0,0,,
1065,-23.04655278,-40.21247222,1-BP-5-RJS,TALHAMAR,Campos,,C-M-473,RJ,exploratorio,BP ENERGY,seco sem indicios de petroleo,,12/2/2011,12/28/2011,1/2/2012,2012,,0,0,,
1066,-23.22494222,-40.36585917,1-DEV-17-RJS,FRAGATA,Campos,,C-M-471,RJ,exploratorio,BP ENERGY,seco sem indicios de petroleo,,3/15/2010,5/22/2010,11/26/2010,2010,,0,0,,
1067,-22.92133333,-40.837075,1-DEV-13-RJS,1DEV13RJS,Campos,,BM-C-8,RJ,exploratorio,BP ENERGY,seco sem indicios de petroleo,,2/11/2007,2/22/2007,2/26/2007,2007,,0,0,,
1068,-23.13603444,-40.05696861,1-DEV-16-RJS,ATOBA,Campos,,C-M-473,RJ,exploratorio,BP ENERGY,seco sem indicios de petroleo,,2/4/2010,3/8/2010,3/14/2010,2010,,0,0,,
1069,-23.08330389,-40.99498917,9-POL-21D-RJS,POL-BB,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,seco sem indicios de petroleo,,2/25/2010,3/3/2010,3/12/2010,2010,,0,0,,
1070,-23.14305556,-40.96138889,3-DEV-11DP-RJS,3DEV11DPRJS,Campos,,BM-C-8,RJ,exploratorio,BP ENERGY,seco sem indicios de petroleo,,1/10/2007,,1/19/2007,2007,,0,0,,
1071,-23.14000861,-40.19763361,1-BP-6-RJS,GRAZINA,Campos,,C-M-473,RJ,exploratorio,BP ENERGY,seco com indicios de oleo e gas,,1/7/2012,2/25/2012,3/12/2012,2012,,0,0,,
1072,-23.14305556,-40.96138889,1-DEV-10-RJS,1DEV10RJS,Campos,,BM-C-8,RJ,exploratorio,BP ENERGY,produtor subcomercial de oleo,,12/11/2006,12/27/2006,1/9/2007,2007,,0,0,,
1073,-23.08330417,-40.99496667,7-POL-7HP-RJS,POL-Gx,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,produtor comercial de oleo,,2/26/2008,2/26/2008,3/15/2008,2008,,0,0,,
1074,-23.08327083,-40.99499417,7-POL-1H-RJS,7POL1HRJS,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,produtor comercial de oleo,,4/30/2007,6/25/2007,6/25/2007,2007,,0,0,,
1075,-23.08330389,-40.99498917,7-POL-24HP-RJS,POL-Oy,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,produtor comercial de oleo,,5/1/2010,5/21/2010,6/4/2010,2010,,0,0,,
1076,-23.08335417,-40.994945,7-POL-32HP-RJS,POL-Xc,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,produtor comercial de oleo,,9/7/2010,9/20/2010,9/30/2010,2010,,0,0,,
1077,-23.08333639,-40.99498972,7-POL-20H-RJS,POL-J,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,produtor comercial de oleo,,1/29/2010,2/18/2010,2/24/2010,2010,,0,0,,
1078,-23.08328972,-40.99492139,7-POL-12H-RJS,POL-R,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,produtor comercial de oleo,,9/12/2008,10/16/2008,10/16/2008,2008,,0,0,,
1079,-23.08328806,-40.99496667,7-POL-4HP-RJS,7POL4HPRJS,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,produtor comercial de oleo,,9/6/2007,9/13/2007,9/13/2007,2007,,0,0,,
1080,-23.08327111,-40.99494389,7-POL-5HA-RJS,POL-F2,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,produtor comercial de oleo,,12/18/2007,4/12/2008,4/26/2008,2008,,0,0,,
1081,-23.08330417,-40.99496667,7-POL-11HP-RJS,POL-DY,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,produtor comercial de oleo,,7/14/2008,8/10/2008,8/10/2008,2008,,0,0,,
1082,-23.08330472,-40.99492194,7-POL-16H-RJS,POL-W,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,produtor comercial de oleo,,2/19/2009,3/10/2009,3/11/2009,2009,,0,0,,
1083,-23.08333667,-40.99496722,7-POL-15H-RJS,POL-U,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,produtor comercial de oleo,,1/21/2009,2/9/2009,2/9/2009,2009,,0,0,,
1084,-23.08332083,-40.99496694,7-POL-2HPB-RJS,7POL2HPBRJS,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,produtor comercial de oleo,,8/5/2007,8/7/2007,8/7/2007,2007,,0,0,,
1085,-23.08333694,-40.99494472,7-POL-14H-RJS,POL-T,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,produtor comercial de oleo,,12/13/2008,1/6/2009,1/6/2009,2009,,0,0,,
1086,-23.08333722,-40.9949225,7-POL-13H-RJS,POL-S,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,produtor comercial de oleo,,11/1/2008,12/3/2008,12/3/2008,2008,,0,0,,
1087,-21.42428944,-39.96957972,1-DEV-15-ESS,ITAIPU,Campos,,C-M-61,Espirito Santo,exploratorio,BP ENERGY,portador de oleo,,11/2/2009,12/24/2009,12/27/2009,2009,,0,0,,
1088,-23.22494222,-40.36585917,6-DEV-18P-RJS,FRAGATAPRESAL,Campos,,C-M-471,RJ,exploratorio,BP ENERGY,portador de oleo,,5/22/2010,7/16/2010,8/2/2010,2010,,0,0,,
1089,-23.09937333,-41.00110056,7-POL-2HPA-RJS,7POL2HPARJS,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,abandonado por outras razoes,,7/21/2007,7/22/2007,7/22/2007,2007,,0,0,,
1090,-23.08332056,-40.99496694,7-POL-2H-RJS,7POL2HRJS,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,abandonado por outras razoes,,5/9/2007,7/20/2007,7/21/2007,2007,,0,0,,
1091,-23.08330417,-40.99496667,9-POL-6D-RJS,9POL6DRJS,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,abandonado por outras razoes,,12/13/2007,12/14/2007,2/23/2008,2008,,0,0,,
1092,-23.08330417,-40.99496667,9-POL-10DP-RJS,9-POL-Dx,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,abandonado por outras razoes,,6/8/2008,7/13/2008,7/31/2008,2008,,0,0,,
1093,-23.08335417,-40.994945,9-POL-19DP-RJS,POLXy,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,abandonado por outras razoes,,5/5/2009,5/6/2009,5/6/2009,2009,,0,0,,
1094,-23.08330417,-40.99496667,9-POL-8D-RJS,9POL8DRJS,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,abandonado por outras razoes,,5/10/2008,6/5/2008,6/5/2008,2008,,0,0,,
1095,-23.08335417,-40.994945,7-POL-17HPA-RJS,POL-Xx,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,abandonado por outras razoes,,5/3/2009,5/4/2009,5/4/2009,2009,,0,0,,
1096,-23.08328806,-40.99496667,9-POL-3D-RJS,9POL3DRJS,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,abandonado por outras razoes,,8/22/2007,9/2/2007,9/2/2007,2007,,0,0,,
1097,-23.08335417,-40.994945,7-POL-17H-RJS,POL-X,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,abandonado por outras razoes,,3/26/2009,5/2/2009,5/3/2009,2009,,0,0,,
1098,-23.08330444,-40.99494444,7-POL-5H-RJS,7POL5HRJS,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,abandonado por outras razoes,,9/26/2007,,12/12/2007,2007,,0,0,,
1099,-23.08330389,-40.99498917,7-POL-23HP-RJS,POLOX,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,abandonado por objetivo/alvo nao atingido,,4/22/2010,4/30/2010,4/30/2010,2010,,0,0,,
1100,-23.08335417,-40.994945,7-POL-30HP-RJS,POL-Xa,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,abandonado por objetivo/alvo nao atingido,,8/24/2010,8/27/2010,8/30/2010,2010,,0,0,,
1101,-23.08335389,-40.9949675,9-POL-29DP-RJS,POL-Va,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,,,7/24/2010,7/28/2010,8/1/2010,2010,,0,0,,
1102,-21.42429167,-39.96957222,1-DEV-15A-ESS,Itaipu A,Campos,,C-M-61,Espirito Santo,exploratorio,BP ENERGY,,,12/28/2009,1/28/2010,1/29/2010,2010,,0,0,,
1103,-23.08335389,-40.9949675,9-POL-25D-RJS,POL-V,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,,,6/12/2010,6/21/2010,6/27/2010,2010,,0,0,,
1104,-23.08335389,-40.9949675,9-POL-28DP-RJS,POL-Vz,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,,,7/15/2010,7/19/2010,7/22/2010,2010,,0,0,,
1105,-23.22494222,-40.36585917,6-DEV-18PA-RJS,FRAGATA A,Campos,,C-M-471,RJ,exploratorio,BP ENERGY,,,8/2/2010,11/15/2010,11/26/2010,2010,,0,0,,
1106,-23.08335389,-40.9949675,9-POL-27DP-RJS,POL-Vy,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,,,7/8/2010,7/13/2010,7/15/2010,2010,,0,0,,
1107,-23.08327139,-40.99492139,7-POL-17HPB-RJS,POLXz,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,,,5/9/2009,5/11/2009,5/11/2009,2009,,0,0,,
1108,-23.08327111,-40.99494389,8-POL-18HP-RJS,POLF2xi,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,,,4/1/2009,4/8/2009,4/9/2009,2009,,0,0,,
1109,-21.46185278,-39.91892778,3-BP-4-ESS,Itaipu 2,Campos,PA-1DEV15ESS-C-M-61,C-M-61,Espirito Santo,exploratorio,BP ENERGY,,,7/17/2011,11/6/2011,11/27/2011,2011,,0,0,,
1110,-23.08335389,-40.9949675,9-POL-26DP-RJS,POL-Vx,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,,,7/1/2010,7/5/2010,7/7/2010,2010,,0,0,,
1111,-23.08330389,-40.99498917,9-POL-22D-RJS,POL-O,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,,,3/18/2010,4/4/2010,4/16/2010,2010,,0,0,,
1112,-23.08335417,-40.994945,9-POL-31DP-RJS,POL-Xb,Campos,POLVO,BM-C-8,RJ,desenvolvimento,BP ENERGY,,,8/31/2010,9/2/2010,9/6/2010,2010,,0,0,,
1113,-23.1021675,-40.01107722,1-BP-7-RJS,ANU,Campos,,C-M-473,RJ,exploratorio,BP ENERGY,,,3/14/2012,,,0,,0,0,,
1114,-25.14548333,-45.20890556,1-BG-3-SPS,1BG3SPS,Santos,,S-M-672,SP,exploratorio,BG BRASIL,seco sem indicios de petroleo,,12/14/2007,2/17/2008,2/17/2008,2008,,0,0,,
1115,-24.81817472,-44.37013944,4-BG-7-SPS,4BG7SPS,Santos,,S-M-508,SP,exploratorio,BG BRASIL,seco com indicios de gas e condensado,,5/15/2009,7/26/2009,8/13/2009,2009,,0,0,,
1116,-24.933785,-44.44084778,1-BG-5-SPS,1BG5SPS,Santos,,S-M-508,SP,exploratorio,BG BRASIL,seco com indicios de gas,,1/19/2009,3/5/2009,3/5/2009,2009,,0,0,,
1117,-24.933785,-44.44084778,6-BG-6P-SPS,6BG6PSPS,Santos,,S-M-508,SP,exploratorio,BG BRASIL,portador de oleo,,3/6/2009,5/5/2009,5/12/2009,2009,,0,0,,
1118,-25.145485,-45.20890528,6-BG-4P-SPS,6BG4SPS,Santos,,S-M-672,SP,exploratorio,BG BRASIL,portador de gas,,2/17/2008,4/1/2008,4/13/2008,2008,,0,0,,
1119,-21.72974056,-39.84889861,1-APL-3-ESS,1APL3ESS,Campos,,C-M-101,Espirito Santo,exploratorio,ANADARKO,seco com indicios de oleo e gas,,2/22/2010,8/14/2010,9/1/2010,2010,,0,0,,
