FID,LATITUDE,LONGITUDE,POCO,POCO_OPERA,BACIA,CAMPO,BLOCO,UF,TIPO,OPERADORA,RESULTADO,Acidente_mecanico,INICIO,TERMINO,CONCLUSAO,Concl_ano,platafor,ano_fabric,ID,Plataforma_nome,Lata_Velha
555,-24.30825556,-42.69143333,9-URG-9D-RJS,9URG9DRJS,Santos,URUGUA,BS-500,RJ,desenvolvimento,PETROBRAS,especial - observacao,,10/27/2009,12/2/2009,12/7/2009,2009,,0,0,,
556,-22.4307225,-40.01197639,9-MRL-204D-RJS,9MRL204DRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,especial - observacao,,5/3/2010,6/2/2010,6/2/2010,2010,,0,0,,
557,-22.47780639,-39.91786583,9-MLL-75D-RJS,9MLL75DRJS,Campos,MARLIM LESTE,,RJ,desenvolvimento,PETROBRAS,especial - observacao,,3/4/2012,4/2/2012,4/2/2012,2012,,0,0,,
558,-22.65447944,-40.12244444,9-MLS-148D-RJS,9MLS148DRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,especial - observacao,,1/13/2009,2/2/2009,2/2/2009,2009,,0,0,,
559,-22.58660278,-40.04495833,9-MLS-162D-RJS,9MLS162DRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,especial - observacao,,7/6/2010,8/1/2010,8/2/2010,2010,,0,0,,
560,-22.453485,-39.96913194,9-MLL-37D-RJS,9MLL37DRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,especial - observacao,,2/7/2008,4/1/2008,4/1/2008,2008,,0,0,,
561,-22.60739556,-40.07960861,7-MLS-113H-RJS,7MLS113HRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,especial - observacao,,2/21/2007,,3/24/2007,2007,,0,0,,
562,-22.10257083,-39.85959444,9-ABL-75D-RJS,9ABL75DRJS,Campos,ALBACORA LESTE,ABL,RJ,desenvolvimento,PETROBRAS,especial - observacao,,1/14/2009,,2/9/2009,2009,,0,0,,
563,-22.85640333,-40.33126917,9-ESP-35D-RJS,9ESP35DRJS,Campos,ESPADARTE,ESP,RJ,desenvolvimento,PETROBRAS,especial - observacao,,12/29/2006,,2/1/2007,2007,,0,0,,
564,-22.87569,-40.34587444,9-ESP-37D-RJS,9ESP37DRJS,Campos,ESPADARTE,ESP,RJ,desenvolvimento,PETROBRAS,especial - observacao,,1/12/2007,,2/5/2007,2007,,0,0,,
565,-22.84964472,-40.33699306,9-ESP-39D-RJS,9ESP39DRJS,Campos,ESPADARTE,ESP,RJ,desenvolvimento,PETROBRAS,especial - observacao,,2/22/2007,,3/17/2007,2007,,0,0,,
566,-22.37399333,-39.94919417,9-MLL-31D-RJS,9MLL31DRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,especial - observacao,,6/17/2007,,8/1/2007,2007,,0,0,,
567,-22.63736028,-40.0794025,9-MLS-98DA-RJS,9MLS98DARJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,especial - observacao,,7/2/2007,,8/2/2007,2007,,0,0,,
568,-22.38100139,-40.08658167,9-MRL-184D-RJS,9MRL184DRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,especial - observacao,,1/29/2007,,3/12/2007,2007,,0,0,,
569,-22.36060417,-40.06814389,9-MRL-186D-RJS,9MRL186DRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,especial - observacao,,5/24/2007,,6/22/2007,2007,,0,0,,
570,-24.18181667,-42.70470833,9-TBU-6DP-RJS,9TBU6DPRJS,Santos,TAMBAU,BS-500,RJ,desenvolvimento,PETROBRAS,especial - observacao,,5/4/2011,,6/3/2011,2011,,0,0,,
571,-25.85756806,-43.21854806,3-BRSA-923-SPS,3SPS82,Santos,SAPINHOA,BM-S-9,SP,exploratorio,PETROBRAS,especial - experimental,,2/15/2011,2/17/2011,2/19/2011,2011,,0,0,,
572,-20.09412722,-39.46779944,4-BRSA-615-ESS,4GLF24ES,Espirito Santo,GOLFINHO,BES-100,Espirito Santo,exploratorio,PETROBRAS,descobridor de nova jazida com oleo e gas,,5/19/2008,6/13/2008,6/19/2008,2008,,0,0,,
573,-22.54650278,-40.20049722,6-BRSA-752A-RJS,6BR63ARJS,Campos,BARRACUDA,BR,RJ,exploratorio,PETROBRAS,descobridor de nova jazida com oleo,,8/1/2009,11/29/2009,2/7/2010,2010,,0,0,,
574,-22.68456722,-40.26869917,6-BRSA-898D-RJS,6CRT46DRJS,Campos,CARATINGA,CRT,RJ,exploratorio,PETROBRAS,descobridor de nova jazida com oleo,,12/3/2010,3/26/2011,6/8/2011,2011,,0,0,,
575,-25.62376417,-43.90501444,1-BRSA-532A-SPS,1SPS52A,Santos,,BM-S-8,SP,exploratorio,PETROBRAS,descobridor de nova jazida com oleo,,10/20/2007,2/26/2008,5/18/2008,2008,,0,0,,
576,-22.38283972,-40.10054194,6-BRSA-770D-RJS,6MRL199DRJS,Campos,MARLIM,MRL,RJ,exploratorio,PETROBRAS,descobridor de nova jazida com oleo,,10/8/2009,12/24/2010,12/24/2010,2010,,0,0,,
577,-26.53381611,-46.42077556,1-BRSA-870-SPS,1SPS76,Santos,,S-M-1352,SP,exploratorio,PETROBRAS,descobridor de nova jazida com oleo,,9/22/2010,11/23/2010,1/14/2011,2011,,0,0,,
578,-22.66793111,-40.77802417,1-BRSA-619-RJS,1RJS657,Campos,,C-M-333,RJ,exploratorio,PETROBRAS,descobridor de nova jazida com oleo,,5/23/2008,6/19/2008,6/19/2008,2008,,0,0,,
579,-22.56559972,-40.00260833,6-BRSA-647D-RJS,6MLS146DRJS,Campos,MARLIM SUL,MLS,RJ,exploratorio,PETROBRAS,descobridor de nova jazida com oleo,,8/5/2008,10/17/2008,1/10/2009,2009,,0,0,,
580,-22.99291139,-40.74159694,3-BRSA-823-RJS,3RJS670RJS,Campos,,C-M-401,RJ,exploratorio,PETROBRAS,descobridor de nova jazida com oleo,,4/16/2010,5/16/2010,7/5/2010,2010,,0,0,,
581,-20.2511225,-38.89220167,1-BRSA-882-ESS,1ESS195,Espirito Santo,,ES-M-594,Espirito Santo,exploratorio,PETROBRAS,descobridor de nova jazida com oleo,,10/25/2010,12/15/2010,1/4/2011,2011,,0,0,,
582,-22.16937194,-39.95268583,6-BRSA-899D-RJS,6AB119DRJS,Campos,ALBACORA,AB,RJ,exploratorio,PETROBRAS,descobridor de nova jazida com oleo,,12/6/2010,4/15/2011,10/18/2011,2011,,0,0,,
583,-24.62927917,-42.49048528,2-ANP-1-RJS,2ANP1RJS,Santos,,FRANCO,RJ,exploratorio,PETROBRAS,descobridor de nova jazida com oleo,,12/18/2009,5/13/2010,9/30/2010,2010,,0,0,,
584,-22.40762778,-39.86893944,6-BRSA-817-RJS,6MLL70RJS,Campos,MARLIM LESTE,MLL,RJ,exploratorio,PETROBRAS,descobridor de nova jazida com oleo,,3/14/2010,9/11/2010,2/6/2011,2011,,0,0,,
585,-24.27414917,-42.72668694,5-BRSA-744-RJS,5PRP1RJS,Santos,PIRAPITANGA,BS-500,RJ,exploratorio,PETROBRAS,descobridor de nova jazida com oleo,,6/22/2009,8/11/2009,10/19/2009,2009,,0,0,,
586,-25.82627417,-45.89054111,4-BRSA-781-SPS,4PRC2SPS,Santos,PIRACUCA,BM-S-7,SP,exploratorio,PETROBRAS,descobridor de nova jazida com oleo,,11/10/2009,2/11/2010,5/7/2010,2010,,0,0,,
587,-25.79780722,-43.45776,4-BRSA-709-SPS,4SPS60,Santos,,BM-S-9,SP,exploratorio,PETROBRAS,descobridor de nova jazida com oleo,,1/27/2009,4/2/2009,4/18/2009,2009,,0,0,,
588,-25.80606778,-43.22484917,1-BRSA-594-SPS,1SPS55,Santos,SAPINHOA,BM-S-9,SP,exploratorio,PETROBRAS,descobridor de nova jazida com oleo,,3/22/2008,7/1/2008,7/17/2008,2008,,0,0,,
589,-24.18958472,-42.69556167,3-BRSA-656DP-RJS,3TBU4DPRJS,Santos,TAMBAU,BS-500,RJ,exploratorio,PETROBRAS,descobridor de nova jazida com gas,,8/23/2008,10/6/2008,11/4/2008,2008,,0,0,,
590,-25.86624694,-43.729555,4-BRSA-723C-SPS,4SPS66C,Santos,,BM-S-9,SP,exploratorio,PETROBRAS,descobridor de campo com oleo e gas,,5/17/2009,8/17/2009,9/19/2009,2009,,0,0,,
591,-25.90316972,-45.94447806,6-BRSA-661-SPS,6SPS53,Santos,PIRACUCA,BM-S-7,SP,exploratorio,PETROBRAS,descobridor de campo com oleo,,9/9/2008,1/23/2009,3/10/2009,2009,,0,0,,
592,-24.986125,-42.61364167,1-BRSA-618-RJS,1RJS656,Santos,,BM-S-11,RJ,exploratorio,PETROBRAS,descobridor de campo com oleo,,5/24/2008,8/20/2008,9/16/2008,2008,,0,0,,
593,-26.4118275,-46.4959725,1-BRSA-658-SPS,1SPS57,Santos,PIRACABA,S-M-1289,SP,exploratorio,PETROBRAS,descobridor de campo com oleo,,8/25/2008,9/17/2008,10/28/2008,2008,,0,0,,
594,-24.59287861,-42.90808417,1-BRSA-925A-RJS,1RJS689A,Santos,,S-M-417,RJ,exploratorio,PETROBRAS,descobridor de campo com oleo,,7/1/2011,4/16/2012,5/24/2012,2012,,0,0,,
595,-23.56489583,-40.76543222,1-BRSA-665-RJS,1RJS658,Campos,,BM-C-14,RJ,exploratorio,PETROBRAS,descobridor de campo com oleo,,9/24/2008,12/11/2008,12/23/2008,2008,,0,0,,
596,-26.08105889,-44.03373167,1-BRSA-526-SPS,1SPS51,Santos,,BM-S-21,SP,exploratorio,PETROBRAS,descobridor de campo com oleo,,9/17/2007,11/10/2007,12/6/2007,2007,,0,0,,
597,-26.45221556,-46.56206417,1-BRSA-607-SPS,1SPS56,Santos,BAUNA,,SP,exploratorio,PETROBRAS,descobridor de campo com oleo,,4/25/2008,5/10/2008,6/5/2008,2008,,0,0,,
598,-25.5619375,-45.58451639,1-BRSA-498-SPS,1SPS44,Santos,GUAIAMA,BM-S-3,SP,exploratorio,PETROBRAS,descobridor de campo com oleo,,5/17/2007,7/8/2007,8/30/2007,2007,,0,0,,
599,-21.39630917,-40.10150389,4-BRSA-446-ESS,4ESS172,Campos,CAXAREU,BC-60,Espirito Santo,exploratorio,PETROBRAS,descobridor de campo com oleo,,9/10/2006,2/1/2007,3/12/2007,2007,,0,0,,
600,-21.9677625,-39.80686111,7-RO-72HPA-RJS,7RO72HPARJS,Campos,RONCADOR,RO,RJ,desenvolvimento,PETROBRAS,abandonado por perda de circulacao,,12/24/2008,12/26/2008,1/4/2009,2009,,0,0,,
601,-23.05182917,-40.47787944,1-BRSA-772-RJS,1CPU1RJS,Campos,CARAPICU,BC-30,RJ,exploratorio,PETROBRAS,abandonado por perda de circulacao,,10/12/2009,12/15/2009,12/28/2009,2009,,0,0,,
602,-22.38738833,-40.07342861,9-MRL-182D-RJS,9MRL182DRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,12/10/2006,12/31/2006,1/5/2007,2007,,0,0,,
603,-21.96918583,-39.77073222,8-RO-89HP-RJS,8RO89HPRJS,Campos,RONCADOR,RO,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,7/23/2009,7/31/2009,8/4/2009,2009,,0,0,,
604,-21.22282389,-40.02337306,8-JUB-28H-ESS,8JUB28HESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,abandonado por outras razoes,,10/29/2010,10/30/2010,11/7/2010,2010,,0,0,,
605,-22.39538889,-39.95602028,7-MLL-34HPA-RJS,7MLL34HPARJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,9/27/2008,9/29/2008,10/7/2008,2008,,0,0,,
606,-22.37928611,-40.084375,7-MRL-206H-RJS,7MRL206HRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,8/26/2010,8/29/2010,9/18/2010,2010,,0,0,,
607,-22.03117694,-39.94338111,9-AB-101D-RJS,9AB101DRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,9/5/2008,9/28/2008,10/17/2008,2008,,0,0,,
608,-24.71945833,-43.13128889,1-BRSA-964-RJS,1RJS693,Santos,,S-M-415,RJ,exploratorio,PETROBRAS,abandonado por outras razoes,,7/26/2011,7/28/2011,7/30/2011,2011,,0,0,,
609,-20.11649722,-39.50293639,7-GLF-27H-ESS,7GLF27HESS,Espirito Santo,GOLFINHO,BES-100,Espirito Santo,desenvolvimento,PETROBRAS,abandonado por outras razoes,,3/4/2009,3/28/2009,4/12/2009,2009,,0,0,,
610,-22.61259722,-40.10624444,9-MLS-110D-RJS,9MLS110DRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,11/11/2007,11/27/2007,12/4/2007,2007,,0,0,,
611,-22.6164175,-40.17765111,7-BR-73HP-RJS,7BR73HPRJS,Campos,BARRACUDA,BR,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,10/11/2010,10/27/2010,10/27/2010,2010,,0,0,,
612,-21.96918583,-39.77073222,9-RO-88D-RJS,9RO88DRJS,Campos,RONCADOR,RO,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,12/6/2008,5/27/2009,5/27/2009,2009,,0,0,,
613,-22.36965778,-40.17182083,9-VD-15D-RJS,9VD15DRJS,Campos,VOADOR,VD,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,5/1/2008,5/27/2008,6/6/2008,2008,,0,0,,
614,-22.63736028,-40.0794025,7-MLS-99HP-RJS,7MLS99HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,8/4/2007,2/27/2008,4/2/2008,2008,,0,0,,
615,-22.59043056,-39.99386833,8-MLS-181HP-RJS,8MLS181HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,1/25/2011,9/26/2011,9/29/2011,2011,,0,0,,
616,-22.46921361,-39.93570611,9-MLL-61D-RJS,9MLL61DRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,12/19/2008,9/26/2009,10/10/2009,2009,,0,0,,
617,-22.42623611,-40.08805833,7-MRL-208HA-RJS,7MRL208HARJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,1/24/2011,1/26/2011,1/30/2011,2011,,0,0,,
618,-22.13080472,-39.94704889,9-AB-104D-RJS,9AB104DRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,9/16/2008,10/25/2008,11/6/2008,2008,,0,0,,
619,-22.36421389,-40.04741667,7-MRL-200D-RJS,7MRL200DRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,6/7/2009,7/24/2009,,0,,0,0,,
620,-21.9677625,-39.80686111,7-RO-72HP-RJS,7RO72HPRJS,Campos,RONCADOR,RO,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,3/23/2008,4/24/2008,4/24/2008,2008,,0,0,,
621,-22.37918889,-40.08465278,7-MRL-206HA-RJS,7MRL206HARJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,10/21/2010,11/23/2010,12/1/2010,2010,,0,0,,
622,-22.45902889,-39.92796361,8-MLL-35DA-RJS,8MLL35DARJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,4/21/2009,4/23/2009,4/26/2009,2009,,0,0,,
623,-21.95850389,-39.77922611,9-RO-85D-RJS,9RO85DRJS,Campos,RONCADOR,RO,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,8/23/2008,10/22/2008,10/28/2008,2008,,0,0,,
624,-24.48075,-44.19629056,7-MXL-7HP-SPS,7MXL7HPSPS,Santos,MEXILHAO,BS-400,SP,desenvolvimento,PETROBRAS,abandonado por outras razoes,,9/10/2007,10/22/2007,11/26/2007,2007,,0,0,,
625,-19.846405,-39.02995972,1-BRSA-826A-ESS,1ESS194A,Espirito Santo,,ES-M-468,Espirito Santo,exploratorio,PETROBRAS,abandonado por outras razoes,,5/16/2010,8/22/2010,9/27/2010,2010,,0,0,,
626,-22.45902889,-39.92796361,8-MLL-35D-RJS,8MLL35DRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,10/23/2007,11/21/2007,4/20/2009,2009,,0,0,,
627,-24.31806694,-42.67484278,7-URG-8HP-RJS,7URG8HPRJS,Santos,URUGUA,BS-500,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,6/18/2009,6/21/2009,6/23/2009,2009,,0,0,,
628,-24.57835028,-42.54115556,3-BRSA-944-RJS,3RJS688,Santos,,FRANCO,RJ,exploratorio,PETROBRAS,abandonado por outras razoes,,5/17/2011,5/21/2011,5/22/2011,2011,,0,0,,
629,-22.6334525,-40.09507389,9-MLS-120DP-RJS,9MLS120DPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,11/11/2007,11/20/2007,11/24/2007,2007,,0,0,,
630,-22.17585,-39.99058889,9-AB-120D-RJS,9AB120DRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,9/22/2010,10/20/2010,10/30/2010,2010,,0,0,,
631,-21.97057333,-39.72187389,7-RO-134D-RJS,7RO134DRJS,Campos,RONCADOR,,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,3/29/2012,4/20/2012,,0,,0,0,,
632,-22.61370361,-40.09335083,9-MLS-114D-RJS,9MLS114DRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,4/4/2008,4/20/2008,4/24/2008,2008,,0,0,,
633,-22.14353639,-39.92281444,9-AB-98D-RJS,9AB98DRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,3/6/2008,3/20/2008,3/28/2008,2008,,0,0,,
634,-22.41319139,-40.08776611,9-MRL-189D-RJS,9MRL189DRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,11/29/2007,12/19/2007,1/16/2008,2008,,0,0,,
635,-22.64480806,-40.0671375,9-MLS-96DA-RJS,9MLS96DARJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,4/7/2009,4/19/2009,4/28/2009,2009,,0,0,,
636,-22.40922222,-39.95019722,7-MLL-46HP-RJS,7MLL46HPRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,2/17/2010,2/19/2010,3/7/2010,2010,,0,0,,
637,-25.89188639,-43.59647861,4-BRSA-973-SPS,4SPS81,Santos,,BM-S-9,SP,exploratorio,PETROBRAS,abandonado por outras razoes,,8/14/2011,8/18/2011,8/19/2011,2011,,0,0,,
638,-23.50472972,-41.04293417,9-PPT-8D-RJS,9PPT8DRJS,Campos,PAPA-TERRA,,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,6/18/2012,6/18/2012,6/18/2012,2012,,0,0,,
639,-26.76767694,-46.77103722,9-CRV-3-PRS,9CRV3PRS,Santos,CARAVELA,CRV,PR,desenvolvimento,PETROBRAS,abandonado por outras razoes,,12/5/2007,1/18/2008,4/17/2008,2008,,0,0,,
640,-22.04735444,-39.9499325,9-AB-107DP-RJS,9AB107DPRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,3/25/2009,4/17/2009,5/11/2009,2009,,0,0,,
641,-22.42623611,-40.08805833,7-MRL-208H-RJS,7MRL208HRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,7/23/2010,1/17/2011,3/24/2011,2011,,0,0,,
642,-22.38650944,-39.95602028,7-MLL-34HP-RJS,7MLL34HPRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,1/6/2008,4/16/2008,4/16/2008,2008,,0,0,,
643,-22.7012075,-40.55029222,7-MA-31HPA-RJS,7MA31HPARJS,Campos,MARIMBA,MA,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,6/28/2010,7/15/2010,7/24/2010,2010,,0,0,,
644,-22.07521111,-39.94404722,9-AB-122D-RJS,9AB122DRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,1/21/2011,2/14/2011,2/24/2011,2011,,0,0,,
645,-25.54123,-43.49200361,3-BRSA-1023i-SPS,3SPS85i,Santos,PA-1BRSA491SPS-BM-S-9,BM-S-9,SP,exploratorio,PETROBRAS,abandonado por outras razoes,,12/12/2011,12/13/2011,12/14/2011,2011,,0,0,,
646,-22.58833722,-40.09637,9-MLS-62D-RJS,9MLS62DRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,6/19/2009,7/13/2009,7/18/2009,2009,,0,0,,
647,-22.26209389,-40.47072083,9-CRP-67HP-RJS,9CRP67HPRJS,Campos,CARAPEBA,,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,10/26/2011,11/12/2011,11/12/2011,2011,,0,0,,
648,-22.14141306,-39.90335972,9-AB-91-RJS,9AB91RJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,7/30/2007,8/12/2007,8/19/2007,2007,,0,0,,
649,-22.709515,-40.84438944,9-BD-19D-RJS,9BD19DRJS,Campos,BADEJO,BD,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,2/3/2009,3/11/2009,3/18/2009,2009,,0,0,,
650,-25.22291667,-42.52334361,1-BRSA-976-RJS,1RJS691A,Santos,,TUPI_NE,RJ,exploratorio,PETROBRAS,abandonado por outras razoes,,8/16/2011,2/11/2012,4/13/2012,2012,,0,0,,
651,-22.41351944,-40.02437361,9-MRL-195D-RJS,9MRL195DRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,8/28/2008,10/10/2008,10/18/2008,2008,,0,0,,
652,-22.37399333,-39.94919417,7-MLL-32HPA-RJS,7MLL32HPARJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,9/6/2007,9/10/2007,9/12/2007,2007,,0,0,,
653,-25.68932222,-43.15022222,9-BRSA-1037i-SPS,9SPS95I,Santos,SAPINHOA,BM-S-9,SP,desenvolvimento,PETROBRAS,abandonado por outras razoes,,1/9/2012,1/10/2012,1/11/2012,2012,,0,0,,
654,-22.62558639,-40.06033361,8-MLS-145HP-RJS,8MLS145HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,2/27/2009,3/9/2009,4/17/2009,2009,,0,0,,
655,-22.47093139,-39.94459639,8-MLL-6H-RJS,8MLL6HRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,8/22/2007,3/8/2009,3/8/2009,2009,,0,0,,
656,-22.18127667,-39.97431194,9-AB-105D-RJS,9AB105DRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,11/18/2008,12/7/2008,12/14/2008,2008,,0,0,,
657,-25.45047917,-42.91592556,3-BRSA-865-RJS,3RJS677,Santos,LULA,BM-S-11,RJ,exploratorio,PETROBRAS,abandonado por outras razoes,,8/30/2010,9/7/2010,9/19/2010,2010,,0,0,,
658,-22.43292222,-40.093475,9-MRL-197DP-RJS,9MRL197DPRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,2/3/2009,2/7/2009,3/5/2009,2009,,0,0,,
659,-22.46934167,-39.93557222,7-MLL-62HP-RJS,7MLL62HPRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,10/15/2009,12/6/2009,12/18/2009,2009,,0,0,,
660,-22.66533028,-40.60347528,9-PU-16D-RJS,9PU16DRJS,Campos,PIRAUNA,PU,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,11/6/2008,12/5/2008,1/2/2009,2009,,0,0,,
661,-22.17810944,-39.96542861,9-AB-96DA-RJS,9AB96DARJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,12/4/2007,1/5/2008,1/11/2008,2008,,0,0,,
662,-22.64480806,-40.0671375,9-MLS-96D-RJS,9MLS96DRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,3/19/2009,4/4/2009,4/6/2009,2009,,0,0,,
663,-26.48608611,-46.55680139,9-BRSA-1016iA-SPS,9SPS89i,Santos,BAUNA,S-M-1288,SP,desenvolvimento,PETROBRAS,abandonado por outras razoes,,12/2/2011,12/3/2011,12/3/2011,2011,,0,0,,
664,-21.88728694,-39.73236306,6-BRSA-963D-RJS,6RO103DRJS,Campos,RONCADOR,,RJ,exploratorio,PETROBRAS,abandonado por outras razoes,,7/25/2011,11/3/2011,12/17/2011,2011,,0,0,,
665,-20.10889361,-39.49750194,7-GLF-28H-ESS,7GLF28HESS,Espirito Santo,GOLFINHO,BES-100,Espirito Santo,desenvolvimento,PETROBRAS,abandonado por outras razoes,,6/29/2009,7/3/2009,7/6/2009,2009,,0,0,,
666,-24.59288028,-42.90808778,1-BRSA-925-RJS,1RJS689,Santos,,S-M-417,RJ,exploratorio,PETROBRAS,abandonado por outras razoes,,3/1/2011,3/3/2011,3/5/2011,2011,,0,0,,
667,-21.25437694,-40.066245,8-JUB-23HA-ESS,8JUB23HAESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,abandonado por outras razoes,,6/1/2010,1/3/2011,1/24/2011,2011,,0,0,,
668,-22.37124472,-40.13614972,9-VD-13D-RJS,9VD13DRJS,Campos,VOADOR,VD,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,10/1/2007,10/2/2007,11/27/2007,2007,,0,0,,
669,-22.06194861,-39.94812444,9-AB-109DPA-RJS,9AB109DPARJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,7/18/2009,8/2/2009,8/8/2009,2009,,0,0,,
670,-22.47093111,-39.94459639,8-MLL-6HA-RJS,8MLL6HARJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,6/1/2009,6/2/2009,6/9/2009,2009,,0,0,,
671,-22.61704694,-40.08858417,8-MLS-123HA-RJS,8MLS123HARJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,12/22/2008,1/2/2009,1/4/2009,2009,,0,0,,
672,-21.99059111,-39.74448083,9-RO-87-RJS,9RO87RJS,Campos,RONCADOR,RO,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,9/14/2008,12/1/2008,12/11/2008,2008,,0,0,,
673,-22.12319861,-39.94477139,9-AB-111D-RJS,9AB111DRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,6/30/2009,8/1/2009,8/7/2009,2009,,0,0,,
674,-22.60739556,-40.07960861,7-MLS-113HA-RJS,7MLS113HARJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,3/25/2007,,8/27/2007,2007,,0,0,,
